,artist_id,artist_name,id,key,energy,liveness,tempo,speechiness,acousticness,instrumentalness,mode,time_signature,duration,loudness,valence,danceability,title,decade
62,AR5LDM21187B9AC3DE,Vanessa Carlton,SOAJHEY144B9F67BDF,11,0.782403,0.176301,94.906,0.03509,0.245684,0,1,4,236.96,-5.964,0.301815,0.568449,A Thousand Miles,2000s
63,ARLK6VL1187B9B8850,Timbaland,SOUQVFP13741BDB385,1,0.884837,0.283705,117.043,0.073401,0.05511,0.02143,1,4,182.61333,-5.808,0.789226,0.713715,The Way I Are,2000s
64,AR4JOEZ1187B9AE99A,Kid Rock,SOPBWZK1366CD9E1A1,7,0.864161,0.095571,102.997,0.028321,0.02116,1.00E-06,1,4,297.58667,-3.629,0.888813,0.700425,All Summer Long,2000s
65,ARRH63Y1187FB47783,Kanye West,SOMRDNC136CB079C0E,1,0.66985,0.070665,92.403,0.340667,0.016599,0,0,4,207.62667,-6.095,0.645962,0.682832,Gold Digger,2000s
66,ARAG1L81187FB467DD,Eamon,SOMZGAB13E87AEECC3,8,0.93914,0.047713,128,0.051636,0.000499,0.788938,1,4,369.84118,-4.959,0.62535,0.798046,Fuck It (I Don't Want You Back),2000s
67,ARTH9041187FB43E1F,Eminem,SOYPYQD146194086AF,5,0.833662,0.702038,80.053,0.134751,0.198958,0,0,4,380.48,-5.619,0.619458,0.688883,Stan,2000s
68,AR03BDP1187FB5B324,Britney Spears,SOPTPCY13E907DABF6,9,0.651406,0.374171,94.955,0.055596,0.425208,2.70E-05,1,4,251.49601,-11.754,0.844593,0.735927,Oops!...I Did It Again,2000s
69,ARE3LP51187B9ACD29,LeAnn Rimes,SOONJNM12C106D15D3,11,0.933232,0.179483,115.002,0.049165,0.071446,0,0,4,217.13288,-6.856,0.768318,0.746903,Can't Fight The Moonlight,2000s
70,ARTYXQC1187B9ACAB2,Shaggy,SOGGLVX144DCE73A8A,1,0.73197,0.146596,99.742,0.182748,0.082089,0,1,4,59.94667,-4.722,0.735935,0.774374,It Wasn't Me,2000s
71,ARJ7KF01187B98D717,Coldplay,SOARAGH14124566742,5,0.743098,0.269077,137.985,0.036523,0.064005,0.000248,0,4,114.6771,-6.233,0.473835,0.480452,Viva La Vida,2000s
72,ARXGKVD1187FB54D8F,Plain White T's,SOSQFGB136F2064CAF,2,0.37329,0.108142,103.974,0.02771,0.837459,0,1,4,232.77333,-8.15,0.280608,0.655194,Hey There Delilah,2000s
73,ARVBRGZ1187FB4675A,Gwen Stefani,SODJNGM142ECDEBF86,10,0.733197,0.030677,110.022,0.219437,0.265963,1.00E-06,0,4,48.3522,-6.818,0.789549,0.959466,Hollaback Girl,2000s
74,ARML3X41187FB35F2E,Jason Mraz,SORVQOS13778FC3BEC,11,0.385892,0.545545,150.975,0.057816,0.59751,0,1,4,212.62667,-10.552,0.735837,0.6816,I'm Yours,2000s
75,ARTDQRC1187FB4EFD4,The Black Eyed Peas,SOARCRK1315CD473AE,5,0.87523,0.312715,130.881,0.056336,0.008853,0,0,4,241.37333,-5.504,0.610119,0.68405,Don't Phunk With My Heart,2000s
76,ARLMXEA1187B9A7D04,R. Kelly,SOLRUMK14DB521ADFA,1,0.554831,0.13494,134.561,0.108346,0.048159,0,1,4,172.9824,-7.645,0.860489,0.757318,Ignition,2000s
77,AR3MSAN1187B98F06B,OutKast,SOSRDPS144B28ECEB5,2,0.7744,0.094431,94.933,0.254403,0.189588,0,1,4,239.58667,-6.252,0.663572,0.831453,Ms. Jackson,2000s
78,AR65K7A1187FB4DAA4,Beyoncͩ,SOQMNSC1376DC31A7F,4,0.831368,0.127187,97.057,0.084577,0.000846,0.884078,0,4,216.64,-6.291,0.303571,0.763402,Single Ladies,2000s
79,ARTYXQC1187B9ACAB2,Shaggy,SOOQLCN144BE6BD95D,6,0.76654,0.042057,170.539,0.168207,0.142605,0,1,4,235.13333,-2.944,0.804864,0.742771,Angel,2000s
80,ARB054P1187B9AD32E,Santana,SOGOGKE145183DF2E5,4,0.743672,0.023664,97.892,0.124147,0.062469,1.00E-05,0,4,237.89288,-5.239,0.836756,0.748737,Maria Maria,2000s
81,ARDCFNZ1187FB3DDB0,Enrique Iglesias,SOGUUUH13732AA3830,7,0.512721,0.522988,152.017,0.045098,0.149434,5.00E-06,1,4,246.54621,-9.574,0.158028,0.56574,Hero,2000s
82,ARVBRGZ1187FB4675A,Gwen Stefani,SOTJVVY13AA4E80F4F,3,0.454049,0.116012,122.434,0.041707,0.185395,0,0,4,235.91138,-15.329,0.752904,0.75906,The Sweet Escape,2000s
83,ARWD25M1187FB4C563,Amy Winehouse,SORQYYD1421A46502A,0,0.469737,0.949423,75.733,0.508872,0.574559,0,1,4,207.03955,-12.19,0.770661,0.551322,Rehab,2000s
84,ARKWI7M1187B9B7713,Destiny's Child,SORBHEV1373FF29C21,8,0.802637,0.105389,118.911,0.063825,0.00093,0.476246,1,4,243.06603,-8.577,0.342899,0.808811,Lose My Breath,2000s
85,ARKU3Z61187FB51DCA,Rihanna,SOMAVMS144BEFB21DE,9,0.935755,0.465185,130.031,0.036315,0.004492,4.00E-06,1,4,242.26667,-4.922,0.601659,0.565663,Take A Bow,2000s
86,ARKU3Z61187FB51DCA,Rihanna,SONULWU13AA4EEECB3,11,0.488715,0.642731,128.789,0.073796,0.097483,0,0,4,227.16036,-16.344,0.714021,0.687489,Disturbia,2000s
87,ARCGJ6U1187FB4D01F,Akon,SOFITIF144BE53DEBE,11,0.441218,0.307979,125.186,0.041753,0.285512,0,0,4,249.75955,-5.881,0.367382,0.811616,Don't Matter,2000s
88,ARIL5841187FB5C061,Duffy,SOGATRA13E905CAE22,7,0.548886,0.222125,129.926,0.042508,0.302797,0.000391,1,4,209.08757,-14.784,0.966813,0.787611,Mercy,2000s
89,ARCGJ6U1187FB4D01F,Akon,SOJFUCP1374013CBC0,5,0.777866,0.24604,120.007,0.143986,0.474764,0,0,4,217.38522,-5.186,0.875661,0.903377,Smack That,2000s
90,AR9BS5O1187FB5432D,Mario,SONHJFZ13D52D77BDF,7,0.509161,0.669425,94.249,0.214022,0.114784,0,0,4,113.31873,-9.668,0.644036,0.665465,Let Me Love You,2000s
91,ARP8HC01187B9AC42D,Dido,SOTGTBO136959DD500,7,0.660772,0.518388,137.987,0.038178,0.023278,0.628007,1,4,248.50667,-8.134,0.800572,0.637419,White Flag,2000s
92,ARJQJQO1187FB4FD5A,Jordin Sparks,SOFJIZC13E904B4733,1,0.715173,0.112919,79.95,0.169284,0.040677,0,1,4,287.85601,-10.789,0.197798,0.478969,No Air duet with Chris Brown,2000s
93,AR4EQ231187B99368F,The Fray,SOOBYED145B06FF603,10,0.721475,0.088999,122.028,0.040174,0.40596,0,1,4,261.16,-4.865,0.379348,0.639448,How to Save a Life,2000s
94,AR65K7A1187FB4DAA4,Beyoncͩ,SOBBKWD13672B36DF0,10,0.820018,0.374216,127.003,0.052626,0.000911,0.030465,0,4,211.89288,-7.169,0.731764,0.700548,If I Were A Boy,2000s
95,AR7C6G11187B9B4C1E,Jennifer Lopez,SOBVZLQ14745051A62,4,0.793614,0.325914,97.196,0.084756,0.003202,1.00E-06,0,4,167.74667,-7.883,0.632769,0.705129,Love Don't Cost a Thing,2000s
96,ARUTEVU1187B9ACAF9,Lifehouse,SOMRNDY13E8F0C72AD,1,0.569397,0.093217,124.619,0.041383,0.004189,0,1,4,218.36757,-16.774,0.409993,0.501671,Hanging By A Moment,2000s
97,ARTH9041187FB43E1F,Eminem,SOPWFUD13B1C88302E,8,0.368166,0.053355,104.448,0.088655,0.03665,0,1,4,273.21424,-16.31,0.826487,0.907038,The Real Slim Shady,2000s
98,ARTH9041187FB43E1F,Eminem,SOEHNCE12A6310EAF0,2,0.272839,0.168714,121.082,0.46995,0.852802,0,0,4,200.25333,-10.915,0.856223,0.960278,Just Lose It,2000s
99,ARTDQRC1187FB4EFD4,The Black Eyed Peas,SOCSFJJ1379E41FC7D,11,0.574483,0.067763,129.989,0.07282,0.006924,6.00E-06,0,4,212.45288,-7.487,0.578649,0.849054,MEET ME HALF WAY (Radio Edit),2000s
100,AR0S7TA1187FB4D024,Christina Aguilera,SOJZPRO13E907C43F9,6,0.534064,0.500209,128.011,0.352804,0.030493,0.04868,0,4,292.34404,-11.899,0.471619,0.76594,Ain't No Other Man,2000s
101,ARRJES71187FB4D09E,Bryan Adams,SOSLTMI1506B009A9C,11,0.378388,0.815783,132.875,0.037927,0.216726,3.40E-05,1,4,254.01642,-14.842,0.242332,0.279869,(Everything I Do) I Do It for You,1990s
102,AR30R5E1187B9AD78A,Whitney Houston,SORCCDM1506BBCADCE,8,0.254411,0.987435,131.862,0.058598,0.637824,1.40E-05,1,4,357.4712,-18.341,0.165291,0.306578,I Will Always Love You,1990s
103,ARMFL561187B9A55C9,Sinͩad O'Connor,SOCFUDQ135CD8430FF,5,0.507575,0.102804,119.898,0.029655,0.533952,6.00E-06,1,4,240.28,-7.545,0.098756,0.541595,Nothing Compares 2 U,1990s
104,ARFWL8S1187B9B4B44,Cͩline Dion,SOBVQQR13E904DCBF5,3,0.338433,0.710094,98.961,0.037866,0.657594,0.001082,1,4,441.96,-13.819,0.097762,0.175607,My Heart Will Go On,1990s
105,ARAH1Y21187B9AFC50,Coolio,SOSXZKT1315CD441A2,8,0.731169,0.215696,80.019,0.199362,0.050067,0,1,4,221.90667,-7.14,0.560207,0.527033,Gangsta's Paradise,1990s
106,ARTB3OO1187FB49BDA,Elton John,SONMAQK1351079D818,4,0.28923,0.205178,125.768,0.031404,0.976974,0.003616,1,4,249.66667,-9.236,0.374827,0.480852,Candle In The Wind 1997,1990s
107,AR4VT3E1187FB570BB,Cher,SOYPLFU145B685E314,3,0.977037,0.104636,133.007,0.040628,0.002856,0.000349,0,4,100.99955,-5.126,0.407299,0.663977,Believe,1990s
108,ARBEOHF1187B9B044D,Madonna,SONRQVB13777F7A7F7,4,0.558834,0.07003,116.274,0.058435,0.197416,0.216021,1,4,258.63791,-17.828,0.663427,0.722713,Vogue,1990s
109,AR1WWVL1187B9B0306,UB40,SOHFIWW1376F372A82,2,0.673495,0.825634,87.295,0.030377,0.248247,0.001725,1,4,237.62612,-11.246,0.456927,0.643913,Can't Help Falling In Love (With You),1990s
110,AR03BDP1187FB5B324,Britney Spears,SOOCLVC13D5337E43E,0,0.960794,0.171018,75.525,0.058729,0.06979,0,1,4,174.07955,-8.002,0.715836,0.601832,...Baby One More Time,1990s
111,ARUV3981187B9B6724,Hanson,SOFZYOX13C79B469B3,9,0.93271,0.091641,104.896,0.04241,0.003417,0.002256,1,4,268.24,-6.809,0.642254,0.670648,MMMBop,1990s
112,AR234DQ1187FB4940A,Puff Daddy & Faith Evans,SOPGHQS147F5DC2DEB,7,0.362136,0.073127,109.998,0.082191,0.008228,0.860566,1,4,308.77333,-10.158,0.96069,0.941884,I'll Be Missing You (Instrumental),1990s
113,AR2IKF71187FB4D0C2,Ace of Base,SORWXJF144F500BA38,4,0.828127,0.029306,97.01,0.042637,0.012734,0.06834,0,4,189.78667,-6.366,0.942841,0.802241,The Sign,1990s
114,AR2FSX31187B98E3EF,Ricky Martin,SOKHHQV12AB01858DB,8,0.879933,0.339494,126.992,0.03232,1.90E-05,0.00887,0,4,222.46621,-7.969,0.543046,0.610633,Livin' La Vida Loca,1990s
115,ARPVCLJ1187B9AC403,No Doubt,SOQSOIM150D4A9A383,5,0.640839,0.923786,142.606,0.064652,0.102729,0.000156,0,4,364.07274,-11.572,0.355995,0.279003,Don't Speak,1990s
116,AR91C8S1187B990901,Bruce Springsteen,SOIEELJ13A317EC6FF,5,0.186005,0.095096,93.685,0.03322,0.208763,0.143749,1,4,224.02567,-17.196,0.492846,0.730714,Streets of Philadelphia,1990s
117,AR0OTEX1187FB3600D,Los Del R�_o,SOTEEDG1315CD4863D,1,0.868036,0.096352,103.211,0.049109,0.18468,4.00E-06,0,4,252.22639,-8.929,0.960722,0.739523,Macarena,1990s
118,ARR9XGB1187B9912E6,Boyz II Men,SOAGRIU144BDED8D32,2,0.353295,0.487012,85.854,0.038604,0.706605,0,1,3,237.56,-5.839,0.551605,0.468724,End Of The Road,1990s
119,ARP5C7H1187FB36848,All-4-One,SOAARJZ12A58A7F9E7,9,0.434215,0.255129,82.014,0.026349,0.28092,0,1,4,302.4,-6.993,0.178917,0.485903,I Swear,1990s
120,AR7VWZ11187B98DA42,Spice Girls,SODHXLH146171A12CC,11,0.827307,0.135508,110.031,0.030563,0.06522,0,1,4,172.4,-7.167,0.834328,0.757484,Wannabe,1990s
121,ARB054P1187B9AD32E,Santana,SOVCIBT14517F409D9,9,0.766908,0.214902,115.994,0.029436,0.011162,8.70E-05,1,4,295.41333,-9.899,0.963628,0.608403,Smooth,1990s
122,ARXPPEY1187FB51DF4,Michael Jackson,SOBXITZ13688EB7C01,6,0.874874,0.135347,116.993,0.051794,0.002035,0.086274,0,4,230.81751,-7.915,0.844656,0.688235,Black Or White,1990s
123,AR12F2S1187FB56EEF,Aerosmith,SOARLNV144AFF67A72,2,0.703664,0.138094,120.883,0.032673,0.123065,0,1,4,298.05333,-4.13,0.117598,0.399418,I Don't Want To Miss A Thing,1990s
124,ARUZFLA1296AAF0B34,Brandy & Monica,SOHXCPT1313438E926,1,0.64281,0.102183,93.028,0.043167,0.253004,0.000191,0,4,239.96,-7.816,0.669226,0.706897,The Boy Is Mine,1990s
125,ARURF5R1187FB41D7F,Snow,SOSMWKV13F9ED36572,6,0.972406,0.324233,140.077,0.114398,0.004055,0.003299,1,4,325.70667,-6.25,0.158106,0.644622,Informer,1990s
126,ARZSKZU1187FB4CE1E,TLC,SOAARDN144B023A14D,8,0.621487,0.038765,92.907,0.123635,0.05062,0,0,4,233.42667,-6.178,0.576534,0.798418,No Scrubs,1990s
127,ARR9XGB1187B9912E6,Boyz II Men,SOPNXHC13E90643F3D,4,0.371317,0.260098,71.307,0.063091,0.184228,0,0,3,258.97556,-15.931,0.316409,0.326005,I'll Make Love To You,1990s
128,AR07MCL1187B9B2DCA,Lou Bega,SOKVZEH13594B5859C,5,0.827093,0.328056,174.121,0.407861,0.105666,0,0,4,218.36,-5.911,0.89477,0.591793,Mambo No.5,1990s
129,ARZSKZU1187FB4CE1E,TLC,SOTVDDG13F61321681,3,0.697821,0.100702,85.659,0.073478,0.063807,0.001964,0,4,269.29333,-7.076,0.861705,0.777705,Waterfalls,1990s
130,AR2IKF71187FB4D0C2,Ace of Base,SOYSTFW14A7AD13BDF,6,0.868271,0.289857,130.038,0.063546,8.10E-05,0.001465,0,4,306.58667,-7.194,0.310237,0.588255,All That She Wants,1990s
131,ARH3S5S1187FB4F76B,Nirvana,SOJAXIL1315CD478DE,1,0.951155,0.856495,126.265,0.148691,0.000362,0.002123,1,4,287.06667,-6.523,0.348368,0.401482,Smells Like Teen Spirit,1990s
